1 2 5.0
1 3 5.0
1 5 5.0
1 6 5.0
1 7 5.0
1 8 5.0
1 10 5.0
1 12 5.0
1 14 5.0
1 15 5.0
1 16 5.0
2 1 5.0
2 13 5.0
2 14 5.0
2 18 5.0
3 4 5.0
3 5 5.0
3 7 5.0
3 9 5.0
3 13 5.0
3 15 5.0
3 16 5.0
4 4 5.0
4 5 5.0
4 6 5.0
4 10 5.0
4 11 5.0
4 16 5.0
4 17 5.0
5 1 5.0
5 2 5.0
5 3 5.0
5 4 5.0
5 5 5.0
5 7 5.0
5 13 5.0
5 16 5.0
5 18 5.0
6 2 5.0
6 3 5.0
6 5 5.0
6 6 5.0
6 8 5.0
6 10 5.0
6 14 5.0
6 16 5.0
6 18 5.0
7 1 5.0
7 3 5.0
7 8 5.0
7 10 5.0
7 11 5.0
7 12 5.0
7 13 5.0
7 17 5.0
7 18 5.0
8 1 5.0
8 4 5.0
8 5 5.0
8 8 5.0
8 12 5.0
8 17 5.0
9 1 5.0
9 2 5.0
9 7 5.0
9 10 5.0
9 12 5.0
